id,text,text_chunk,type,kind,date,source,embedding
text_003_20160523_1_c11,"사기수법: 경찰 수사관 사칭 사례: 검찰 수사관을 사칭한 사기범이 피해자에게 전화를 걸었습니다. ""서울중앙지방검찰청 수사관입니다. 이런 전화 받으셔서 당황스럽겠지만, 금융사기에 연루되셨습니다."" ""전화 받으시는 분은 현재 직장인입니까?"" ""네"" ""최근에 휴대폰, 지갑 등을 분실한 적이 있으십니까?"" ""아니요.."" ""ㅁㅁ에 사는 김ㅇㅇ씨를 아십니까?"" ""아니요.."" ""해당 사건 진행을 위해 담당 검사님을 연결해드리겠습니다. 사건번호는 2016-조사-1234-....입니다."" ""안녕하십니까. ㅇㅇㅇ 검사입니다. 수사관님께 설명 잘 들으셨죠?"" ""그럼 본격적으로 수사 들어가겠습니다. 법에 의거하여 기밀보안 유지에 동의해주셔야 합니다. 동의합니까?"" ""지금부터 녹취에 들어갑니다. 본인은 지금 이 사항을 주변 사람들에게 절대 알려서는 안됩니다. 녹취를 위해 조용한 곳으로 이동해주시겠습니까?"" ""이번 사건은 대형 금융범죄입니다. 피해자가 200명이 넘고 10명 이상이 범죄에 가담하였습니다. 그 중 xxx씨께서 이 사건에 연루된것입니다."" ""서울 영등포구에 있는 농협, 국민은행에서 대포통장이 개설되었습니다. 이 사실을 알고계셨습니까?"" ""전혀 모르고 있었어요.."" ""휴대폰 바꾼지는 얼마나 되셨나요?"" ""작년 0월이요.."" ""이후에 분실하신 적은 없으신가요?"" ""네 없어요.."" ""그럼 xxx씨도 피해자 신분이니 피해자 입증을 위해 협조 부탁드리겠습니다"" ""협조가 끝날때까지 녹취되며, 협조에 응하지 않을시에 강압 수사가 이루어져 경찰에 출두하셔야 합니다. 강압수사는 총 3~4개월이 걸리고 경찰에 약 5번 출두하셔야 합니다. 그 기간에 계좌이용은 불가능하며 해외출장도 불가능합니다"" ""그러나 협조수사는 2~3시간이면 가능하고, 피해자께서 피해자 신분임을 확인해주시면 이후 경찰 출두할 필요가 없으며 용의선상에서 벗어나게 됩니다."" ""저희는 xxx씨의 피해자 신분을 확인하면 용의선상에서 제외시킬 것입니다. 이와 관련하여 생긴 지출경비 등은 보상센터에서 따로 돈을 지급해드립니다. 협조수사에 동의하시겠습니까?"" ""네.. "" ""본인은 통장을 몇 개 가지고 계신가요?"" ""ㅇㅇ은행, xx은행, ㅁㅁ은행이요.."" ""각각의 개수와 금액도 알려주세요. 지금 금융감독원과 연락하여 보안등급을 높여드리려고 합니다.""ㅇㅇ은행 --개, xx은행 --개, ㅁㅁ은행 --개 있고, 각각 ~~원, ~~원씩.. 있어요..그리고 생각해보니 ㅅㅅ통장에 정기예금 ~~원이 더 있어요"" ""그럼 ㅅㅅ통장에 있는 그 돈을 전부 ㅇㅇ은행으로 옮기셔야 합니다. 그 후 금융감독원에서 가상계좌를 하나 열어드릴 예정입니다"" ""포털사이트 검색창에 서울중앙지방검찰청을 치고 통합검색>첨단수사 들어가세요. 그 밑에 IP 보이십니까?"" ""안보이는데요..."" ""혹시 휴대폰 기종이 어떤것이죠?"" ""xxxx 입니다"" ""xxxx는 호환이 안되어서 어렵다고 하네요. 제가 IP 불러드릴테니 직접 로그인하세요"" ""그래도 안되는데요?"" ""지금 지역이 어디십니까?"" ""ㅇㅇㅇㅇ 입니다."" ""거기서 가장 가까운 ㅅㅅ금융회사 지점이 어딘가요?"" ""~~~에 있습니다."" ""그럼 택시타고 그쪽으로 바로 이동하십시오. 비용은 경찰청에서 지원해드립니다. 타고 내리실때 택시 영수증 꼭 챙기시고 후에 비용 청구해주시면 됩니다. 공문은 점심시간 끝나고 바로 발송해드리겠습니다."" 피해자는 택시를 타고 ㅅㅅ금융회사 지점으로 방문하였습니다. ""아시겠지만 이번 사건은 제1금융권 직원들이 연루된 사건입니다. 과장 직급의 김ㅇㅇ씨를 비롯하여 총 10명이 가담한 사건입니다. 저희는 직원들을 모두 잡기위하여 기밀 수사를 하는 것이고, 절대 은행 직원에게 이 사건을 발설해서는 안됩니다."" ""ㅅㅅ 통장 정기예금을 해지한 뒤 본인 ㅇㅇ은행 계좌에 모두 입금하세요. 갑자기 큰 돈을 찾는다고 하면 은행 직원이 의심할수도 있으니 보증금이라고 하세요"" 그러나 ㅅㅅ금융회사에서는 통장을 개설한 지점이 아니면 해지를 할 수 없다고 하는 바람에 해지를 못했습니다. ""해지가 안된다고 하는데요, 다음주에 해도 될까요?.."" ""수사가 빨리 이루어져야 하지만, 이렇게 택시까지 타고 은행에 와준것을 감안하여 다음주까지로 수사 기한을 연장해드리겠습니다. 그 이후에는 강압수사로 들어갈 수밖에 없습니다"" 피해자는 집에 돌아온뒤 정신을 차리고 보이스피싱을 당했다는 것을 알았습니다. 다행히 금전적 피해를 입지는 않았지만, 실제 돈을 인출했다면 큰 피해를 입을 뻔했습니다.","본인 ㅇㅇ은행 계좌에 모두 입금하세요. 갑자기 큰 돈을 찾는다고 하면 은행 직원이 의심할수도 있으니 보증금이라고 하세요"" 그러나 ㅅㅅ금융회사에서는 통장을 개설한 지점이 아니면 해지를 할 수 없다고 하는 바람에 해지를 못했습니다. ""해지가 안된다고 하는데요, 다음주에 해도 될까요?.."" ""수사가 빨리 이루어져야 하지만, 이렇게 택시까지 타고 은행에 와준것을 감안",scenario,text,20160523,불법금융대응단,[]
text_003_20160523_1_c12,"사기수법: 경찰 수사관 사칭 사례: 검찰 수사관을 사칭한 사기범이 피해자에게 전화를 걸었습니다. ""서울중앙지방검찰청 수사관입니다. 이런 전화 받으셔서 당황스럽겠지만, 금융사기에 연루되셨습니다."" ""전화 받으시는 분은 현재 직장인입니까?"" ""네"" ""최근에 휴대폰, 지갑 등을 분실한 적이 있으십니까?"" ""아니요.."" ""ㅁㅁ에 사는 김ㅇㅇ씨를 아십니까?"" ""아니요.."" ""해당 사건 진행을 위해 담당 검사님을 연결해드리겠습니다. 사건번호는 2016-조사-1234-....입니다."" ""안녕하십니까. ㅇㅇㅇ 검사입니다. 수사관님께 설명 잘 들으셨죠?"" ""그럼 본격적으로 수사 들어가겠습니다. 법에 의거하여 기밀보안 유지에 동의해주셔야 합니다. 동의합니까?"" ""지금부터 녹취에 들어갑니다. 본인은 지금 이 사항을 주변 사람들에게 절대 알려서는 안됩니다. 녹취를 위해 조용한 곳으로 이동해주시겠습니까?"" ""이번 사건은 대형 금융범죄입니다. 피해자가 200명이 넘고 10명 이상이 범죄에 가담하였습니다. 그 중 xxx씨께서 이 사건에 연루된것입니다."" ""서울 영등포구에 있는 농협, 국민은행에서 대포통장이 개설되었습니다. 이 사실을 알고계셨습니까?"" ""전혀 모르고 있었어요.."" ""휴대폰 바꾼지는 얼마나 되셨나요?"" ""작년 0월이요.."" ""이후에 분실하신 적은 없으신가요?"" ""네 없어요.."" ""그럼 xxx씨도 피해자 신분이니 피해자 입증을 위해 협조 부탁드리겠습니다"" ""협조가 끝날때까지 녹취되며, 협조에 응하지 않을시에 강압 수사가 이루어져 경찰에 출두하셔야 합니다. 강압수사는 총 3~4개월이 걸리고 경찰에 약 5번 출두하셔야 합니다. 그 기간에 계좌이용은 불가능하며 해외출장도 불가능합니다"" ""그러나 협조수사는 2~3시간이면 가능하고, 피해자께서 피해자 신분임을 확인해주시면 이후 경찰 출두할 필요가 없으며 용의선상에서 벗어나게 됩니다."" ""저희는 xxx씨의 피해자 신분을 확인하면 용의선상에서 제외시킬 것입니다. 이와 관련하여 생긴 지출경비 등은 보상센터에서 따로 돈을 지급해드립니다. 협조수사에 동의하시겠습니까?"" ""네.. "" ""본인은 통장을 몇 개 가지고 계신가요?"" ""ㅇㅇ은행, xx은행, ㅁㅁ은행이요.."" ""각각의 개수와 금액도 알려주세요. 지금 금융감독원과 연락하여 보안등급을 높여드리려고 합니다.""ㅇㅇ은행 --개, xx은행 --개, ㅁㅁ은행 --개 있고, 각각 ~~원, ~~원씩.. 있어요..그리고 생각해보니 ㅅㅅ통장에 정기예금 ~~원이 더 있어요"" ""그럼 ㅅㅅ통장에 있는 그 돈을 전부 ㅇㅇ은행으로 옮기셔야 합니다. 그 후 금융감독원에서 가상계좌를 하나 열어드릴 예정입니다"" ""포털사이트 검색창에 서울중앙지방검찰청을 치고 통합검색>첨단수사 들어가세요. 그 밑에 IP 보이십니까?"" ""안보이는데요..."" ""혹시 휴대폰 기종이 어떤것이죠?"" ""xxxx 입니다"" ""xxxx는 호환이 안되어서 어렵다고 하네요. 제가 IP 불러드릴테니 직접 로그인하세요"" ""그래도 안되는데요?"" ""지금 지역이 어디십니까?"" ""ㅇㅇㅇㅇ 입니다."" ""거기서 가장 가까운 ㅅㅅ금융회사 지점이 어딘가요?"" ""~~~에 있습니다."" ""그럼 택시타고 그쪽으로 바로 이동하십시오. 비용은 경찰청에서 지원해드립니다. 타고 내리실때 택시 영수증 꼭 챙기시고 후에 비용 청구해주시면 됩니다. 공문은 점심시간 끝나고 바로 발송해드리겠습니다."" 피해자는 택시를 타고 ㅅㅅ금융회사 지점으로 방문하였습니다. ""아시겠지만 이번 사건은 제1금융권 직원들이 연루된 사건입니다. 과장 직급의 김ㅇㅇ씨를 비롯하여 총 10명이 가담한 사건입니다. 저희는 직원들을 모두 잡기위하여 기밀 수사를 하는 것이고, 절대 은행 직원에게 이 사건을 발설해서는 안됩니다."" ""ㅅㅅ 통장 정기예금을 해지한 뒤 본인 ㅇㅇ은행 계좌에 모두 입금하세요. 갑자기 큰 돈을 찾는다고 하면 은행 직원이 의심할수도 있으니 보증금이라고 하세요"" 그러나 ㅅㅅ금융회사에서는 통장을 개설한 지점이 아니면 해지를 할 수 없다고 하는 바람에 해지를 못했습니다. ""해지가 안된다고 하는데요, 다음주에 해도 될까요?.."" ""수사가 빨리 이루어져야 하지만, 이렇게 택시까지 타고 은행에 와준것을 감안하여 다음주까지로 수사 기한을 연장해드리겠습니다. 그 이후에는 강압수사로 들어갈 수밖에 없습니다"" 피해자는 집에 돌아온뒤 정신을 차리고 보이스피싱을 당했다는 것을 알았습니다. 다행히 금전적 피해를 입지는 않았지만, 실제 돈을 인출했다면 큰 피해를 입을 뻔했습니다.","이렇게 택시까지 타고 은행에 와준것을 감안하여 다음주까지로 수사 기한을 연장해드리겠습니다. 그 이후에는 강압수사로 들어갈 수밖에 없습니다"" 피해자는 집에 돌아온뒤 정신을 차리고 보이스피싱을 당했다는 것을 알았습니다. 다행히 금전적 피해를 입지는 않았지만, 실제 돈을 인출했다면 큰 피해를 입을 뻔했습니다.",scenario,text,20160523,불법금융대응단,[]
text_004_20160517_1_c1,"사기수법: 제도권 금융회사 유사명칭('보람저축은행')을 불법으로 사용 사례: 사기범은, 현재 국내에 존재하지 않는 '보람저축은행'을 사칭하여 홈페이지를 만들고, 피해자에게 위 홈페이지를 보여주며 보람저축은행 직원을 사칭하였습니다. 사기범은 피해자에게 대출을 해주겠다며 보증금을 자신의 계좌로 입금할 것을 권유하였고, 이에 속은 피해자는 사기범의 계좌로 돈을 입금하였습니다. 또한 사기범은 피해자에게 거래실적이 필요하다고 하며 피해자의 계좌로 입금된 돈을 현금으로 인출하여 사기범의 계좌로 이체하라고 하여, 피해자를 인출책으로 이용하기도 하였습니다. 피해자는 사기범이 '보람저축은행'을 사칭하여 홈페이지를 운영하고, 홈페이지에 기재된 번호로 전화를 하면 사기범이 받아서 사기범을 믿지 않을 수 없었다고 합니다.","사기수법: 제도권 금융회사 유사명칭('보람저축은행')을 불법으로 사용 사례: 사기범은, 현재 국내에 존재하지 않는 '보람저축은행'을 사칭하여 홈페이지를 만들고, 피해자에게 위 홈페이지를 보여주며 보람저축은행 직원을 사칭하였습니다. 사기범은 피해자에게 대출을 해주겠다며 보",scenario,text,20160517,불법금융대응단,[]
text_004_20160517_1_c2,"사기수법: 제도권 금융회사 유사명칭('보람저축은행')을 불법으로 사용 사례: 사기범은, 현재 국내에 존재하지 않는 '보람저축은행'을 사칭하여 홈페이지를 만들고, 피해자에게 위 홈페이지를 보여주며 보람저축은행 직원을 사칭하였습니다. 사기범은 피해자에게 대출을 해주겠다며 보증금을 자신의 계좌로 입금할 것을 권유하였고, 이에 속은 피해자는 사기범의 계좌로 돈을 입금하였습니다. 또한 사기범은 피해자에게 거래실적이 필요하다고 하며 피해자의 계좌로 입금된 돈을 현금으로 인출하여 사기범의 계좌로 이체하라고 하여, 피해자를 인출책으로 이용하기도 하였습니다. 피해자는 사기범이 '보람저축은행'을 사칭하여 홈페이지를 운영하고, 홈페이지에 기재된 번호로 전화를 하면 사기범이 받아서 사기범을 믿지 않을 수 없었다고 합니다.","피해자에게 대출을 해주겠다며 보증금을 자신의 계좌로 입금할 것을 권유하였고, 이에 속은 피해자는 사기범의 계좌로 돈을 입금하였습니다. 또한 사기범은 피해자에게 거래실적이 필요하다고 하며 피해자의 계좌로 입금된 돈을 현금으로 인출하여 사기범의 계좌로 이체하라고 하여, 피해자를 인출책으로 이용하기도 하였습니다. 피해자는",scenario,text,20160517,불법금융대응단,[]
text_004_20160517_1_c3,"사기수법: 제도권 금융회사 유사명칭('보람저축은행')을 불법으로 사용 사례: 사기범은, 현재 국내에 존재하지 않는 '보람저축은행'을 사칭하여 홈페이지를 만들고, 피해자에게 위 홈페이지를 보여주며 보람저축은행 직원을 사칭하였습니다. 사기범은 피해자에게 대출을 해주겠다며 보증금을 자신의 계좌로 입금할 것을 권유하였고, 이에 속은 피해자는 사기범의 계좌로 돈을 입금하였습니다. 또한 사기범은 피해자에게 거래실적이 필요하다고 하며 피해자의 계좌로 입금된 돈을 현금으로 인출하여 사기범의 계좌로 이체하라고 하여, 피해자를 인출책으로 이용하기도 하였습니다. 피해자는 사기범이 '보람저축은행'을 사칭하여 홈페이지를 운영하고, 홈페이지에 기재된 번호로 전화를 하면 사기범이 받아서 사기범을 믿지 않을 수 없었다고 합니다.","용하기도 하였습니다. 피해자는 사기범이 '보람저축은행'을 사칭하여 홈페이지를 운영하고, 홈페이지에 기재된 번호로 전화를 하면 사기범이 받아서 사기범을 믿지 않을 수 없었다고 합니다.",scenario,text,20160517,불법금융대응단,[]
text_005_20160517_1_c1,"사기수법: 유령회사 사례: 피해자 A씨는 아르바이트 구직 사이트를 통하여 콜럼비아 픽△△(유령회사)에 구직을 신청하였습니다. 그런데 합격자 중 한명이 사정으로 빠지게 되면서 A씨가 합격되었다며 회사에서 전화가 왔고, 회사에서는 급여계좌 등록 및 ID카드 등록을 위해 필요하다면서 거래은행 및 계좌번호를 알려달라고 했습니다. 그 다음에는 회사 보안상 체크카드를 이용해서 출입증을 만들기 때문에 체크카드와 비밀번호가 필요하다고 하며 체크카드를 택배로 보낼 것을 요구하였습니다. A씨는 회사에서 시키는대로 체크카드를 택배로 보냈고, 그 이후 회사가 전화를 받지 않아 이상한 느낌이 들어 통장내역을 확인했더니 출처불명의 자금거래가 발생한 것을 알게 되었습니다. 그 자금은 보이스피싱 피해금이었고, 이미 피해자들이 A씨 계좌를 신고하였기 때문에 A씨는 대포통장 명의인으로 금융회사에 등록되었습니다.","사기수법: 유령회사 사례: 피해자 A씨는 아르바이트 구직 사이트를 통하여 콜럼비아 픽△△(유령회사)에 구직을 신청하였습니다. 그런데 합격자 중 한명이 사정으로 빠지게 되면서 A씨가 합격되었다며 회사에서 전화가 왔고, 회사에서는 급여계좌 등록 및 ID카드 등록을 위해 필요하다면서 거래은행 및 계좌번호를 알려달라고 했습니다. 그 다음에는 회사 보안상 체크카드를 이용해서",scenario,text,20160517,불법금융대응단,[]
text_005_20160517_1_c2,"사기수법: 유령회사 사례: 피해자 A씨는 아르바이트 구직 사이트를 통하여 콜럼비아 픽△△(유령회사)에 구직을 신청하였습니다. 그런데 합격자 중 한명이 사정으로 빠지게 되면서 A씨가 합격되었다며 회사에서 전화가 왔고, 회사에서는 급여계좌 등록 및 ID카드 등록을 위해 필요하다면서 거래은행 및 계좌번호를 알려달라고 했습니다. 그 다음에는 회사 보안상 체크카드를 이용해서 출입증을 만들기 때문에 체크카드와 비밀번호가 필요하다고 하며 체크카드를 택배로 보낼 것을 요구하였습니다. A씨는 회사에서 시키는대로 체크카드를 택배로 보냈고, 그 이후 회사가 전화를 받지 않아 이상한 느낌이 들어 통장내역을 확인했더니 출처불명의 자금거래가 발생한 것을 알게 되었습니다. 그 자금은 보이스피싱 피해금이었고, 이미 피해자들이 A씨 계좌를 신고하였기 때문에 A씨는 대포통장 명의인으로 금융회사에 등록되었습니다.","체크카드를 이용해서 출입증을 만들기 때문에 체크카드와 비밀번호가 필요하다고 하며 체크카드를 택배로 보낼 것을 요구하였습니다. A씨는 회사에서 시키는대로 체크카드를 택배로 보냈고, 그 이후 회사가 전화를 받지 않아 이상한 느낌이 들어 통장내역을 확인했더니 출처불명의 자금거래가 발생한 것을 알게 되었습니다. 그 자금은 보",scenario,text,20160517,불법금융대응단,[]
text_005_20160517_1_c3,"사기수법: 유령회사 사례: 피해자 A씨는 아르바이트 구직 사이트를 통하여 콜럼비아 픽△△(유령회사)에 구직을 신청하였습니다. 그런데 합격자 중 한명이 사정으로 빠지게 되면서 A씨가 합격되었다며 회사에서 전화가 왔고, 회사에서는 급여계좌 등록 및 ID카드 등록을 위해 필요하다면서 거래은행 및 계좌번호를 알려달라고 했습니다. 그 다음에는 회사 보안상 체크카드를 이용해서 출입증을 만들기 때문에 체크카드와 비밀번호가 필요하다고 하며 체크카드를 택배로 보낼 것을 요구하였습니다. A씨는 회사에서 시키는대로 체크카드를 택배로 보냈고, 그 이후 회사가 전화를 받지 않아 이상한 느낌이 들어 통장내역을 확인했더니 출처불명의 자금거래가 발생한 것을 알게 되었습니다. 그 자금은 보이스피싱 피해금이었고, 이미 피해자들이 A씨 계좌를 신고하였기 때문에 A씨는 대포통장 명의인으로 금융회사에 등록되었습니다.","한 것을 알게 되었습니다. 그 자금은 보이스피싱 피해금이었고, 이미 피해자들이 A씨 계좌를 신고하였기 때문에 A씨는 대포통장 명의인으로 금융회사에 등록되었습니다.",scenario,text,20160517,불법금융대응단,[]
text_006_20160517_1_c1,"사기수법: 구직자를 속여 직접 자금인출 유도 사례: 사기범은 ‘자동차 수출업’을 하는 무역회사를 빙자하여 구직자 A씨를 차량 딜러직으로 채용시켜 준다고 거짓으로 접근하였고, A씨에게 ‘차량구매금액 전액을 회사에서 지원해줄테니 A씨의 명의로 차량을 구매하여 회사로 명의 이전시 차량 수출 마진수익 명목으로 약 200만원을 지급하겠다’고 제안하였습니다. A씨가 이를 수락하자, 사기범은 보이스피싱 피해금 3천5백만원을 A씨 계좌로 송금하였습니다. A씨는 이 돈이 사기 피해금인것을 모르고 사기범의 요구대로 3천5백만원을 인출하였고, 사기범은 A씨에게 이 돈을 달라고 한 뒤 도주하였습니다.","사기수법: 구직자를 속여 직접 자금인출 유도 사례: 사기범은 ‘자동차 수출업’을 하는 무역회사를 빙자하여 구직자 A씨를 차량 딜러직으로 채용시켜 준다고 거짓으로 접근하였고, A씨에게 ‘차량구매금액 전액을 회사에서 지원해줄테니 A씨의 명의로 차량을 구매하여 회사로 명의 이전시 차량 수출 마진수익 명목으로 약 200만원을",scenario,text,20160517,불법금융대응단,[]
text_006_20160517_1_c2,"사기수법: 구직자를 속여 직접 자금인출 유도 사례: 사기범은 ‘자동차 수출업’을 하는 무역회사를 빙자하여 구직자 A씨를 차량 딜러직으로 채용시켜 준다고 거짓으로 접근하였고, A씨에게 ‘차량구매금액 전액을 회사에서 지원해줄테니 A씨의 명의로 차량을 구매하여 회사로 명의 이전시 차량 수출 마진수익 명목으로 약 200만원을 지급하겠다’고 제안하였습니다. A씨가 이를 수락하자, 사기범은 보이스피싱 피해금 3천5백만원을 A씨 계좌로 송금하였습니다. A씨는 이 돈이 사기 피해금인것을 모르고 사기범의 요구대로 3천5백만원을 인출하였고, 사기범은 A씨에게 이 돈을 달라고 한 뒤 도주하였습니다.","익 명목으로 약 200만원을 지급하겠다’고 제안하였습니다. A씨가 이를 수락하자, 사기범은 보이스피싱 피해금 3천5백만원을 A씨 계좌로 송금하였습니다. A씨는 이 돈이 사기 피해금인것을 모르고 사기범의 요구대로 3천5백만원을 인출하였고, 사기범은 A씨에게 이 돈을 달라고 한 뒤 도주하였습니다.",scenario,text,20160517,불법금융대응단,[]
text_007_20160517_1_c1,"사기수법: 파밍(Pharming) 사례: 네이버 등 포털사이트에 접속하면 금융감독원을 사칭, “민생침해 5대 금융악을 척결하기 위한 특별대책” 문구를 사용하는 팝업을 띄워 파밍(Pharming) 사기를 유도하는 것으로, 접속하면 가짜 사이트로 연결되어 개인정보나 금융거래정보 등이 탈취됩니다.","사기수법: 파밍(Pharming) 사례: 네이버 등 포털사이트에 접속하면 금융감독원을 사칭, “민생침해 5대 금융악을 척결하기 위한 특별대책” 문구를 사용하는 팝업을 띄워 파밍(Pharming) 사기를 유도하는 것으로, 접속하면 가짜 사이트로 연결되어 개인정보나 금융거래정보 등이 탈취됩니다.",scenario,text,20160517,불법금융대응단,[]
text_008_20160311_1_c1,"사기수법: 대출상담사 사칭 사례: 사기범 일당은 저축은행 대출상담사 윤모씨를 사칭하여 피해자 A씨에게 대출상담 전화를 걸었습니다. 이들은 A씨에게 ""연 10%의 이자로 수천만원을 대출해 줄테니 대출 심사를 위해 신분증 사진과 신용카드 번호, 유효기간, 비밀번호를 문자메시지로 보내달라""고 속여 개인정보를 불법 수집했습니다. 사기범 일당은 이렇게 얻은 개인정보로 휴대전화 판매 사이트에서 본인인증을 하고 A씨의 결제정보를 입력해 휴대전화를 구입했고, 이를 중고품 매매업자에게 되팔았습니다.","사기수법: 대출상담사 사칭 사례: 사기범 일당은 저축은행 대출상담사 윤모씨를 사칭하여 피해자 A씨에게 대출상담 전화를 걸었습니다. 이들은 A씨에게 ""연 10%의 이자로 수천만원을 대출해 줄테니 대출 심사를 위해 신분증 사진과 신용카드 번호, 유효기간, 비밀",scenario,text,20160311,불법금융대응단,[]
text_008_20160311_1_c2,"사기수법: 대출상담사 사칭 사례: 사기범 일당은 저축은행 대출상담사 윤모씨를 사칭하여 피해자 A씨에게 대출상담 전화를 걸었습니다. 이들은 A씨에게 ""연 10%의 이자로 수천만원을 대출해 줄테니 대출 심사를 위해 신분증 사진과 신용카드 번호, 유효기간, 비밀번호를 문자메시지로 보내달라""고 속여 개인정보를 불법 수집했습니다. 사기범 일당은 이렇게 얻은 개인정보로 휴대전화 판매 사이트에서 본인인증을 하고 A씨의 결제정보를 입력해 휴대전화를 구입했고, 이를 중고품 매매업자에게 되팔았습니다.","번호, 유효기간, 비밀번호를 문자메시지로 보내달라""고 속여 개인정보를 불법 수집했습니다. 사기범 일당은 이렇게 얻은 개인정보로 휴대전화 판매 사이트에서 본인인증을 하고 A씨의 결제정보를 입력해 휴대전화를 구입했고, 이를 중고품 매매업자에게 되팔았습니다.",scenario,text,20160311,불법금융대응단,[]
text_009_20151103_1_c1,"사기수법: 예금통장 매매 사례: 피해자는 ‘○○은행’ 직원을 사칭하는 자와 대출상담을 진행하던 중 대출을 받기 위해서는 거래실적이 있어야 한다고 하면서 이를 위해 본인의 통장으로 돈을 입금해주기로 함 피해자는 사기범으로부터 2,000만원을 송금받아 다시 사기범이 지정한 계좌로 이체해 주었는데, 그 이후 사기범과 전화연결이 되지 않음 그러나 위 2,000만원은 보이스피싱으로 인한 피해금이어서 피해자의 계좌는 다음날 지급정지 되었고, 현재 피해자는 전자금융거래법위반 혐의로 경찰서에서 조사를 받고 있음","사기수법: 예금통장 매매 사례: 피해자는 ‘○○은행’ 직원을 사칭하는 자와 대출상담을 진행하던 중 대출을 받기 위해서는 거래실적이 있어야 한다고 하면서 이를 위해 본인의 통장으로 돈을 입금해주기로 함 피해자는 사기범으로부터 2,000만원을 송금받아 다시 사기범이 지정한 계좌로 이체해 주었는데, 그 이후 사기",scenario,text,20151103,서민금융지원국,[]
text_009_20151103_1_c2,"사기수법: 예금통장 매매 사례: 피해자는 ‘○○은행’ 직원을 사칭하는 자와 대출상담을 진행하던 중 대출을 받기 위해서는 거래실적이 있어야 한다고 하면서 이를 위해 본인의 통장으로 돈을 입금해주기로 함 피해자는 사기범으로부터 2,000만원을 송금받아 다시 사기범이 지정한 계좌로 이체해 주었는데, 그 이후 사기범과 전화연결이 되지 않음 그러나 위 2,000만원은 보이스피싱으로 인한 피해금이어서 피해자의 계좌는 다음날 지급정지 되었고, 현재 피해자는 전자금융거래법위반 혐의로 경찰서에서 조사를 받고 있음","한 계좌로 이체해 주었는데, 그 이후 사기범과 전화연결이 되지 않음 그러나 위 2,000만원은 보이스피싱으로 인한 피해금이어서 피해자의 계좌는 다음날 지급정지 되었고, 현재 피해자는 전자금융거래법위반 혐의로 경찰서에서 조사를 받고 있음",scenario,text,20151103,서민금융지원국,[]
text_009_20151103_2_c1,"사기수법: 개인신용정보 매매 사례: 피해자는 ‘○○캐피털’ 직원을 사칭하는 자로부터 대출이 가능하다며 개인정보를 요청받자 주민등록번호 및 이름, 연락처, 인증번호를 알려줌 피해자는 대출 진행경과를 기다리던 중 대출을 해주기로 한 직원이 연락이 되지 않자 금융감독원에 본인이 넘겨준 정보로 인해 발생가능한 피해에 대한 예방요령에 대해 문의 가까운 은행영업점에서 개인정보노출자사고예방시스템 등록, 주민등록번호클린센터를 통한 개인정보 노출현황 확인, 인감증명 및 주민등록증 재발급 및 무료신용조회 서비스 등을 안내","사기수법: 개인신용정보 매매 사례: 피해자는 ‘○○캐피털’ 직원을 사칭하는 자로부터 대출이 가능하다며 개인정보를 요청받자 주민등록번호 및 이름, 연락처, 인증번호를 알려줌 피해자는 대출 진행경과를 기다리던 중 대출을 해주기로 한 직원이 연락이 되지 않자 금융",scenario,text,20151103,서민금융지원국,[]
text_009_20151103_2_c2,"사기수법: 개인신용정보 매매 사례: 피해자는 ‘○○캐피털’ 직원을 사칭하는 자로부터 대출이 가능하다며 개인정보를 요청받자 주민등록번호 및 이름, 연락처, 인증번호를 알려줌 피해자는 대출 진행경과를 기다리던 중 대출을 해주기로 한 직원이 연락이 되지 않자 금융감독원에 본인이 넘겨준 정보로 인해 발생가능한 피해에 대한 예방요령에 대해 문의 가까운 은행영업점에서 개인정보노출자사고예방시스템 등록, 주민등록번호클린센터를 통한 개인정보 노출현황 확인, 인감증명 및 주민등록증 재발급 및 무료신용조회 서비스 등을 안내","원이 연락이 되지 않자 금융감독원에 본인이 넘겨준 정보로 인해 발생가능한 피해에 대한 예방요령에 대해 문의 가까운 은행영업점에서 개인정보노출자사고예방시스템 등록, 주민등록번호클린센터를 통한 개인정보 노출현황 확인, 인감증명 및 주민등록증 재발급 및 무료신용조회 서비스 등을 안내",scenario,text,20151103,서민금융지원국,[]
text_009_20151103_3_c1,"사기수법: 서류조작을 통한 작업대출 사례: 피해자는 150만원 정도의 대출이 필요하여 인터넷으로 대출광고를 검색 하던 중 “즉시 대출 가능하다”는 광고가 있어서 전화를 하자 신용등급이 낮아서 대출이 안 되지만 작업대출을 해주겠다면서 만나자고 함 이후 피해자는 작업대출업자와 만났는데, 작업대출업자는 모텔에서 작업을 하자고 피해자를 유인한 후 재직증명서를 위조하였고, 피해자를 협박하여 ○○저축은행 등 10곳에 위조한 재직증명서 등으로 대출신청하도록 함 피해자는 같은 날 ○○저축은행 등 5곳에서 3,200만원을 대출받은 후 수수료로 1,800만원을 제외한 1,400만원만을 수령함","사기수법: 서류조작을 통한 작업대출 사례: 피해자는 150만원 정도의 대출이 필요하여 인터넷으로 대출광고를 검색 하던 중 “즉시 대출 가능하다”는 광고가 있어서 전화를 하자 신용등급이 낮아서 대출이 안 되지만 작업대출을 해주겠다면서 만나자고 함 이후 피해자는 작업대출업자와 만났는데, 작",scenario,text,20151103,서민금융지원국,[]
